# n one_over_n log2_n twelve_sqrt_n fifty_sqrt_n n_power_0_51 two_power_32_n n_log2_n n2_minus_324 hundred_n2_plus_6n two_n3 n_power_log2_n three_power_n
34.20 2.923976608187e-02 5.095924419999e+00 7.017691928262e+01 2.924038303443e+02 6.058335415725e+00 1.468878815232e+11 1.742806151639e+02 8.456400000000e+02 1.171692000000e+05 8.000337600000e+04 6.565700902639e+07 2.077528122886e+16
34.30 2.915451895044e-02 5.100136671285e+00 7.027944222886e+01 2.928310092869e+02 6.067363312955e+00 1.473173782528e+11 1.749346878251e+02 8.524900000000e+02 1.178548000000e+05 8.070721400000e+04 6.764097247686e+07 2.318777282661e+16
34.40 2.906976744186e-02 5.104336659815e+00 7.038181583335e+01 2.932575659723e+02 6.076378322373e+00 1.477468749824e+11 1.755891810976e+02 8.593600000000e+02 1.185424000000e+05 8.141516800000e+04 6.968055295140e+07 2.588041060601e+16
34.50 2.898550724638e-02 5.108524456778e+00 7.048404074682e+01 2.936835031118e+02 6.085380499763e+00 1.481763717120e+11 1.762440937588e+02 8.662500000000e+02 1.192320000000e+05 8.212725000000e+04 7.177719084544e+07 2.888572603088e+16
34.60 2.890173410405e-02 5.112700132749e+00 7.058611761529e+01 2.941088233971e+02 6.094369900505e+00 1.486058684416e+11 1.768994245931e+02 8.731600000000e+02 1.199236000000e+05 8.284347200000e+04 7.393236085902e+07 3.224002822186e+16
34.70 2.881844380403e-02 5.116863757691e+00 7.068804708011e+01 2.945335295005e+02 6.103346579581e+00 1.490353651712e+11 1.775551723919e+02 8.800900000000e+02 1.206172000000e+05 8.356384600000e+04 7.614757274429e+07 3.598384262993e+16
34.80 2.873563218391e-02 5.121015400961e+00 7.078982977801e+01 2.949576240751e+02 6.112310591578e+00 1.494648619008e+11 1.782113359535e+02 8.870400000000e+02 1.213128000000e+05 8.428838400000e+04 7.842437206780e+07 4.016240065005e+16
34.90 2.865329512894e-02 5.125155131322e+00 7.089146634116e+01 2.953811097548e+02 6.121261990695e+00 1.498943586304e+11 1.788679140831e+02 8.940100000000e+02 1.220104000000e+05 8.501709800000e+04 8.076434098793e+07 4.482618609035e+16
35.00 2.857142857143e-02 5.129283016945e+00 7.099295739720e+01 2.958039891550e+02 6.130200830742e+00 1.503238553600e+11 1.795249055931e+02 9.010000000000e+02 1.227100000000e+05 8.575000000000e+04 8.316909904764e+07 5.003154509900e+16
35.10 2.849002849003e-02 5.133399125417e+00 7.109430356927e+01 2.962262648720e+02 6.139127165148e+00 1.507533520896e+11 1.801823093021e+02 9.080100000000e+02 1.234116000000e+05 8.648710200000e+04 8.564030398287e+07 5.584136691772e+16
35.20 2.840909090909e-02 5.137503523750e+00 7.119550547612e+01 2.966479394838e+02 6.148041046962e+00 1.511828488192e+11 1.808401240360e+02 9.150400000000e+02 1.241152000000e+05 8.722841600000e+04 8.817965254681e+07 6.232584368659e+16
35.30 2.832861189802e-02 5.141596278384e+00 7.129656373206e+01 2.970690155503e+02 6.156942528860e+00 1.516123455488e+11 1.814983486269e+02 9.220900000000e+02 1.248208000000e+05 8.797395400000e+04 9.078888135040e+07 6.956331847982e+16
35.40 2.824858757062e-02 5.145677455196e+00 7.139747894709e+01 2.974894956129e+02 6.165831663144e+00 1.520418422784e+11 1.821569819139e+02 9.291600000000e+02 1.255284000000e+05 8.872372800000e+04 9.346976771930e+07 7.764123181803e+16
35.50 2.816901408451e-02 5.149747119505e+00 7.149825172688e+01 2.979093821953e+02 6.174708501750e+00 1.524713390080e+11 1.828160227424e+02 9.362500000000e+02 1.262380000000e+05 8.947775000000e+04 9.622413056762e+07 8.665717809264e+16
35.60 2.808988764045e-02 5.153805336079e+00 7.159888267285e+01 2.983286778035e+02 6.183573096251e+00 1.529008357376e+11 1.834754699644e+02 9.433600000000e+02 1.269496000000e+05 9.023603200000e+04 9.905383128871e+07 9.672008466558e+16
35.70 2.801120448179e-02 5.157852169142e+00 7.169937238219e+01 2.987473849258e+02 6.192425497857e+00 1.533303324672e+11 1.841353224384e+02 9.504900000000e+02 1.276632000000e+05 9.099858600000e+04 1.019607746633e+08 1.079515278898e+17
35.80 2.793296089385e-02 5.161887682377e+00 7.179972144793e+01 2.991655060330e+02 6.201265757423e+00 1.537598291968e+11 1.847955790291e+02 9.576400000000e+02 1.283788000000e+05 9.176542400000e+04 1.049469097855e+08 1.204872019501e+17
35.90 2.785515320334e-02 5.165911938936e+00 7.189993045894e+01 2.995830435789e+02 6.210093925449e+00 1.541893259264e+11 1.854562386078e+02 9.648100000000e+02 1.290964000000e+05 9.253655800000e+04 1.080142310064e+08 1.344785582711e+17
36.00 2.777777777778e-02 5.169925001442e+00 7.200000000000e+01 3.000000000000e+02 6.218910052087e+00 1.546188226560e+11 1.861173000519e+02 9.720000000000e+02 1.298160000000e+05 9.331200000000e+04 1.111647788964e+08 1.500946352970e+17
36.10 2.770083102493e-02 5.173926932000e+00 7.209993065184e+01 3.004163777160e+02 6.227714187141e+00 1.550483193856e+11 1.867787622452e+02 9.792100000000e+02 1.305376000000e+05 9.409176200000e+04 1.144006412259e+08 1.675241007531e+17
36.20 2.762430939227e-02 5.177917792196e+00 7.219972299116e+01 3.008321791298e+02 6.236506380071e+00 1.554778161152e+11 1.874406240775e+02 9.864400000000e+02 1.312612000000e+05 9.487585600000e+04 1.177239539648e+08 1.869775310598e+17
36.30 2.754820936639e-02 5.181897643108e+00 7.229937759068e+01 3.012474066278e+02 6.245286679999e+00 1.559073128448e+11 1.881028844448e+02 9.936900000000e+02 1.319868000000e+05 9.566429400000e+04 1.211369023019e+08 2.086899554395e+17
36.40 2.747252747253e-02 5.185866545311e+00 7.239889501919e+01 3.016620625800e+02 6.254055135708e+00 1.563368095744e+11 1.887655422493e+02 1.000960000000e+03 1.327144000000e+05 9.645708800000e+04 1.246417216834e+08 2.329236954541e+17
36.50 2.739726027397e-02 5.189824558880e+00 7.249827584157e+01 3.020761493399e+02 6.262811795650e+00 1.567663063040e+11 1.894285963991e+02 1.008250000000e+03 1.334440000000e+05 9.725425000000e+04 1.282406988710e+08 2.599715342779e+17
36.60 2.732240437158e-02 5.193771743397e+00 7.259752061882e+01 3.024896692451e+02 6.271556707944e+00 1.571958030336e+11 1.900920458083e+02 1.015560000000e+03 1.341756000000e+05 9.805579200000e+04 1.319361730215e+08 2.901602539967e+17
36.70 2.724795640327e-02 5.197708157956e+00 7.269662990813e+01 3.029026246172e+02 6.280289920385e+00 1.576252997632e+11 1.907558893970e+02 1.022890000000e+03 1.349092000000e+05 9.886172600000e+04 1.357305367857e+08 3.238545836693e+17
36.80 2.717391304348e-02 5.201633861170e+00 7.279560426289e+01 3.033150177621e+02 6.289011480441e+00 1.580547964928e+11 1.914201260910e+02 1.030240000000e+03 1.356448000000e+05 9.967206400000e+04 1.396262374296e+08 3.614616058504e+17
36.90 2.710027100271e-02 5.205548911173e+00 7.289444423274e+01 3.037268509697e+02 6.297721435260e+00 1.584842932224e+11 1.920847548223e+02 1.037610000000e+03 1.363824000000e+05 1.004868180000e+05 1.436257779755e+08 4.034356748132e+17
37.00 2.702702702703e-02 5.209453365629e+00 7.299315036358e+01 3.041381265149e+02 6.306419831673e+00 1.589137899520e+11 1.927497745283e+02 1.045000000000e+03 1.371220000000e+05 1.013060000000e+05 1.477317183664e+08 4.502839058910e+17
37.10 2.695417789757e-02 5.213347281733e+00 7.309172319764e+01 3.045488466568e+02 6.315106716195e+00 1.593432866816e+11 1.934151841523e+02 1.052410000000e+03 1.378636000000e+05 1.021296220000e+05 1.519466766517e+08 5.025723022594e+17
37.20 2.688172043011e-02 5.217230716221e+00 7.319016327349e+01 3.049590136395e+02 6.323782135029e+00 1.597727834112e+11 1.940809826434e+02 1.059840000000e+03 1.386072000000e+05 1.029576960000e+05 1.562733301951e+08 5.609325931793e+17
37.30 2.680965147453e-02 5.221103725368e+00 7.328847112609e+01 3.053686296920e+02 6.332446134070e+00 1.602022801408e+11 1.947471689562e+02 1.067290000000e+03 1.393528000000e+05 1.037902340000e+05 1.607144169062e+08 6.260698663184e+17
37.40 2.673796791444e-02 5.224966365000e+00 7.338664728682e+01 3.057776970284e+02 6.341098758905e+00 1.606317768704e+11 1.954137420510e+02 1.074760000000e+03 1.401004000000e+05 1.046272480000e+05 1.652727364950e+08 6.987710863623e+17
37.50 2.666666666667e-02 5.228818690496e+00 7.348469228350e+01 3.061862178479e+02 6.349740054820e+00 1.610612736000e+11 1.960807008936e+02 1.082250000000e+03 1.408500000000e+05 1.054687500000e+05 1.699511517499e+08 7.799146028338e+17
37.60 2.659574468085e-02 5.232660756790e+00 7.358260664043e+01 3.065941943351e+02 6.358370066799e+00 1.614907703296e+11 1.967480444553e+02 1.089760000000e+03 1.416016000000e+05 1.063147520000e+05 1.747525898400e+08 8.704807619902e+17
37.70 2.652519893899e-02 5.236492618381e+00 7.368039087844e+01 3.070016286602e+02 6.366988839529e+00 1.619202670592e+11 1.974157717130e+02 1.097290000000e+03 1.423552000000e+05 1.071652660000e+05 1.796800436419e+08 9.715637510080e+17
37.80 2.645502645503e-02 5.240314329334e+00 7.377804551491e+01 3.074085229788e+02 6.375596417400e+00 1.623497637888e+11 1.980838816488e+02 1.104840000000e+03 1.431108000000e+05 1.080203040000e+05 1.847365730917e+08 1.084384817551e+18
37.90 2.638522427441e-02 5.244125943284e+00 7.387557106378e+01 3.078148794324e+02 6.384192844513e+00 1.627792605184e+11 1.987523732505e+02 1.112410000000e+03 1.438684000000e+05 1.088798780000e+05 1.899253065614e+08 1.210307024440e+18
38.00 2.631578947368e-02 5.247927513444e+00 7.397296803563e+01 3.082207001484e+02 6.392778164677e+00 1.632087572480e+11 1.994212455109e+02 1.120000000000e+03 1.446280000000e+05 1.097440000000e+05 1.952494422625e+08 1.350851717673e+18
38.10 2.624671916010e-02 5.251719092606e+00 7.407023693765e+01 3.086259872402e+02 6.401352421415e+00 1.636382539776e+11 2.000904974283e+02 1.127610000000e+03 1.453896000000e+05 1.106126820000e+05 2.007122496741e+08 1.507716906778e+18
38.20 2.617801047120e-02 5.255500733148e+00 7.416737827374e+01 3.090307428072e+02 6.409915657966e+00 1.640677507072e+11 2.007601280063e+02 1.135240000000e+03 1.461532000000e+05 1.114859360000e+05 2.063170709996e+08 1.682797779538e+18
38.30 2.610966057441e-02 5.259272487038e+00 7.426439254448e+01 3.094349689353e+02 6.418467917287e+00 1.644972474368e+11 2.014301362535e+02 1.142890000000e+03 1.469188000000e+05 1.123637740000e+05 2.120673226486e+08 1.878209598955e+18
38.40 2.604166666667e-02 5.263034405834e+00 7.436128024718e+01 3.098386676966e+02 6.427009242056e+00 1.649267441664e+11 2.021005211840e+02 1.150560000000e+03 1.476864000000e+05 1.132462080000e+05 2.179664967479e+08 2.096313259087e+18
38.50 2.597402597403e-02 5.266786540695e+00 7.445804187595e+01 3.102418411498e+02 6.435539674674e+00 1.653562408960e+11 2.027712818168e+02 1.158250000000e+03 1.484560000000e+05 1.141332500000e+05 2.240181626795e+08 2.339743808501e+18
38.60 2.590673575130e-02 5.270528942381e+00 7.455467792164e+01 3.106444913402e+02 6.444059257269e+00 1.657857376256e+11 2.034424171759e+02 1.165960000000e+03 1.492276000000e+05 1.150249120000e+05 2.302259686474e+08 2.611442285971e+18
38.70 2.583979328165e-02 5.274261661257e+00 7.465118887198e+01 3.110466202999e+02 6.452568031696e+00 1.662152343552e+11 2.041139262906e+02 1.173690000000e+03 1.500012000000e+05 1.159212060000e+05 2.365936432740e+08 2.914691253024e+18
38.80 2.577319587629e-02 5.277984747300e+00 7.474757521151e+01 3.114482300479e+02 6.461066039542e+00 1.666447310848e+11 2.047858081952e+02 1.181440000000e+03 1.507768000000e+05 1.168221440000e+05 2.431249972247e+08 3.253154452654e+18
38.90 2.570694087404e-02 5.281698250099e+00 7.484383742166e+01 3.118493225903e+02 6.469553322127e+00 1.670742278144e+11 2.054580619288e+02 1.189210000000e+03 1.515544000000e+05 1.177277380000e+05 2.498239248636e+08 3.630921073319e+18
39.00 2.564102564103e-02 5.285402218862e+00 7.493997598078e+01 3.122498999199e+02 6.478029920506e+00 1.675037245440e+11 2.061306865356e+02 1.197000000000e+03 1.523340000000e+05 1.186380000000e+05 2.566944059393e+08 4.052555153019e+18
39.10 2.557544757033e-02 5.289096702420e+00 7.503599136414e+01 3.126499640173e+02 6.486495875474e+00 1.679332212736e+11 2.068036810646e+02 1.204810000000e+03 1.531156000000e+05 1.195529420000e+05 2.637405073012e+08 4.523150720335e+18
39.20 2.551020408163e-02 5.292781749228e+00 7.513188404399e+01 3.130495168500e+02 6.494951227563e+00 1.683627180032e+11 2.074770445697e+02 1.212640000000e+03 1.538992000000e+05 1.204725760000e+05 2.709663846480e+08 5.048393338614e+18
39.30 2.544529262087e-02 5.296457407371e+00 7.522765448956e+01 3.134485603731e+02 6.503396017051e+00 1.687922147328e+11 2.081507761097e+02 1.220490000000e+03 1.546848000000e+05 1.213969140000e+05 2.783762843077e+08 5.634628796866e+18
39.40 2.538071065990e-02 5.300123724569e+00 7.532330316708e+01 3.138470965295e+02 6.511830283959e+00 1.692217114624e+11 2.088248747480e+02 1.228360000000e+03 1.554724000000e+05 1.223259680000e+05 2.859745450504e+08 6.288939777260e+18
39.50 2.531645569620e-02 5.303780748177e+00 7.541883053986e+01 3.142451272494e+02 6.520254068056e+00 1.696512081920e+11 2.094993395530e+02 1.236250000000e+03 1.562620000000e+05 1.232597500000e+05 2.937655999341e+08 7.019231425504e+18
39.60 2.525252525253e-02 5.307428525192e+00 7.551423706825e+01 3.146426544510e+02 6.528667408861e+00 1.700807049216e+11 2.101741695976e+02 1.244160000000e+03 1.570536000000e+05 1.241982720000e+05 3.017539781840e+08 7.834326857912e+18
39.70 2.518891687657e-02 5.311067102256e+00 7.560952320971e+01 3.150396800405e+02 6.537070345643e+00 1.705102016512e+11 2.108493639595e+02 1.252090000000e+03 1.578472000000e+05 1.251415460000e+05 3.099443071059e+08 8.744073759072e+18
39.80 2.512562814070e-02 5.314696525656e+00 7.570468941882e+01 3.154362059118e+02 6.545462917426e+00 1.709396983808e+11 2.115249217211e+02 1.260040000000e+03 1.586428000000e+05 1.260895840000e+05 3.183413140351e+08 9.759463357962e+18
39.90 2.506265664160e-02 5.318316841335e+00 7.579973614730e+01 3.158322339471e+02 6.553845162991e+00 1.713691951104e+11 2.122008419693e+02 1.268010000000e+03 1.594404000000e+05 1.270423980000e+05 3.269498283193e+08 1.089276321996e+19
40.00 2.500000000000e-02 5.321928094887e+00 7.589466384404e+01 3.162277660168e+02 6.562217120874e+00 1.717986918400e+11 2.128771237955e+02 1.276000000000e+03 1.602400000000e+05 1.280000000000e+05 3.357747833387e+08 1.215766545906e+19
40.10 2.493765586035e-02 5.325530331568e+00 7.598947295514e+01 3.166228039798e+02 6.570578829375e+00 1.722281885696e+11 2.135537662959e+02 1.284010000000e+03 1.610416000000e+05 1.289624020000e+05 3.448212185616e+08 1.356945216100e+19
40.20 2.487562189055e-02 5.329123596292e+00 7.608416392391e+01 3.170173496829e+02 6.578930326554e+00 1.726576852992e+11 2.142307685709e+02 1.292040000000e+03 1.618452000000e+05 1.299296160000e+05 3.540942816377e+08 1.514518001584e+19
40.30 2.481389578164e-02 5.332707933641e+00 7.617873719090e+01 3.174114049621e+02 6.587271650236e+00 1.730871820288e+11 2.149081297257e+02 1.300090000000e+03 1.626508000000e+05 1.309016540000e+05 3.635992305288e+08 1.690388639060e+19
40.40 2.475247524752e-02 5.336283387864e+00 7.627319319394e+01 3.178049716414e+02 6.595602838012e+00 1.735166787584e+11 2.155858488697e+02 1.308160000000e+03 1.634584000000e+05 1.318785280000e+05 3.733414356778e+08 1.886681933178e+19
40.50 2.469135802469e-02 5.339850002885e+00 7.636753236815e+01 3.181980515339e+02 6.603923927242e+00 1.739461754880e+11 2.162639251168e+02 1.316250000000e+03 1.642680000000e+05 1.328602500000e+05 3.833263822168e+08 2.105769427651e+19
40.60 2.463054187192e-02 5.343407822298e+00 7.646175514596e+01 3.185906464415e+02 6.612234955056e+00 1.743756722176e+11 2.169423575853e+02 1.324360000000e+03 1.650796000000e+05 1.338468320000e+05 3.935596722145e+08 2.350298057374e+19
40.70 2.457002457002e-02 5.346956889379e+00 7.655586195714e+01 3.189827581547e+02 6.620535958358e+00 1.748051689472e+11 2.176211453977e+02 1.332490000000e+03 1.658932000000e+05 1.348382860000e+05 4.040470269640e+08 2.623222127722e+19
40.80 2.450980392157e-02 5.350497247084e+00 7.664985322882e+01 3.193743884534e+02 6.628826973823e+00 1.752346656768e+11 2.183002876810e+02 1.340640000000e+03 1.667088000000e+05 1.358346240000e+05 4.147942893116e+08 2.927839007389e+19
40.90 2.444987775061e-02 5.354028938054e+00 7.674372938553e+01 3.197655391064e+02 6.637108037906e+00 1.756641624064e+11 2.189797835664e+02 1.348810000000e+03 1.675264000000e+05 1.368358580000e+05 4.258074260265e+08 3.267828965987e+19
41.00 2.439024390244e-02 5.357552004618e+00 7.683749084919e+01 3.201562118716e+02 6.645379186838e+00 1.760936591360e+11 2.196596321893e+02 1.357000000000e+03 1.683460000000e+05 1.378420000000e+05 4.370925302136e+08 3.647299637717e+19
41.10 2.433090024331e-02 5.361066488794e+00 7.693113803916e+01 3.205464084965e+02 6.653640456631e+00 1.765231558656e+11 2.203398326894e+02 1.365210000000e+03 1.691676000000e+05 1.388530620000e+05 4.486558237681e+08 4.070835648301e+19
41.20 2.427184466019e-02 5.364572432296e+00 7.702467137223e+01 3.209361307176e+02 6.661891883078e+00 1.769526525952e+11 2.210203842106e+02 1.373440000000e+03 1.699912000000e+05 1.398690560000e+05 4.605036598748e+08 4.543554004753e+19
41.30 2.421307506053e-02 5.368069876532e+00 7.711809126269e+01 3.213253802612e+02 6.670133501757e+00 1.773821493248e+11 2.217012859008e+02 1.381690000000e+03 1.708168000000e+05 1.408899940000e+05 4.726425255507e+08 5.071165917179e+19
41.40 2.415458937198e-02 5.371558862612e+00 7.721139812230e+01 3.217141588429e+02 6.678365348031e+00 1.778116460544e+11 2.223825369121e+02 1.389960000000e+03 1.716444000000e+05 1.419158880000e+05 4.850790442333e+08 5.660045799534e+19
41.50 2.409638554217e-02 5.375039431347e+00 7.730459236035e+01 3.221024681681e+02 6.686587457050e+00 1.782411427840e+11 2.230641364009e+02 1.398250000000e+03 1.724740000000e+05 1.429467500000e+05 4.978199784138e+08 6.317308282954e+19
41.60 2.403846153846e-02 5.378511623254e+00 7.739767438367e+01 3.224903099319e+02 6.694799863754e+00 1.786706395136e+11 2.237460835274e+02 1.406560000000e+03 1.733056000000e+05 1.439825920000e+05 5.108722323178e+08 7.050894172121e+19
41.70 2.398081534772e-02 5.381975478557e+00 7.749064459662e+01 3.228776858193e+02 6.703002602873e+00 1.791001362432e+11 2.244283774558e+02 1.414890000000e+03 1.741392000000e+05 1.450234260000e+05 5.242428546319e+08 7.869666383165e+19
41.80 2.392344497608e-02 5.385431037194e+00 7.758350340117e+01 3.232645975049e+02 6.711195708932e+00 1.795296329728e+11 2.251110173547e+02 1.423240000000e+03 1.749748000000e+05 1.460692640000e+05 5.379390412796e+08 8.783517022166e+19
41.90 2.386634844869e-02 5.388878338812e+00 7.767625119687e+01 3.236510466536e+02 6.719379216248e+00 1.799591297024e+11 2.257940023962e+02 1.431610000000e+03 1.758124000000e+05 1.471201180000e+05 5.519681382447e+08 9.803486897960e+19
42.00 2.380952380952e-02 5.392317422779e+00 7.776888838089e+01 3.240370349204e+02 6.727553158934e+00 1.803886264320e+11 2.264773317567e+02 1.440000000000e+03 1.766520000000e+05 1.481760000000e+05 5.663376444445e+08 1.094189891315e+20
42.10 2.375296912114e-02 5.395748328179e+00 7.786141534804e+01 3.244225639502e+02 6.735717570904e+00 1.808181231616e+11 2.271610046163e+02 1.448410000000e+03 1.774936000000e+05 1.492369220000e+05 5.810552146541e+08 1.221250694490e+20
42.20 2.369668246445e-02 5.399171093820e+00 7.795383249078e+01 3.248076353782e+02 6.743872485868e+00 1.812476198912e+11 2.278450201592e+02 1.456840000000e+03 1.783372000000e+05 1.503028960000e+05 5.961286624804e+08 1.363066201426e+20
42.30 2.364066193853e-02 5.402585758233e+00 7.804614019924e+01 3.251922508302e+02 6.752017937340e+00 1.816771166208e+11 2.285293775732e+02 1.465290000000e+03 1.791828000000e+05 1.513739340000e+05 6.115659633888e+08 1.521349775154e+20
42.40 2.358490566038e-02 5.405992359676e+00 7.813833886128e+01 3.255764119220e+02 6.760153958634e+00 1.821066133504e+11 2.292140760503e+02 1.473760000000e+03 1.800304000000e+05 1.524500480000e+05 6.273752577825e+08 1.698013739860e+20
42.50 2.352941176471e-02 5.409390936138e+00 7.823042886243e+01 3.259601202601e+02 6.768280582870e+00 1.825361100800e+11 2.298991147859e+02 1.482250000000e+03 1.808800000000e+05 1.535312500000e+05 6.435648541353e+08 1.895192484886e+20
42.60 2.347417840376e-02 5.412781525338e+00 7.832241058599e+01 3.263433774416e+02 6.776397842976e+00 1.829656068096e+11 2.305844929794e+02 1.490760000000e+03 1.817316000000e+05 1.546175520000e+05 6.601432321781e+08 2.115268251636e+20
42.70 2.341920374707e-02 5.416164164733e+00 7.841428441298e+01 3.267261850541e+02 6.784505771684e+00 1.833951035392e+11 2.312702098341e+02 1.499290000000e+03 1.825852000000e+05 1.557089660000e+05 6.771190461419e+08 2.360899914949e+20
42.80 2.336448598131e-02 5.419538891514e+00 7.850605072222e+01 3.271085446759e+02 6.792604401537e+00 1.838246002688e+11 2.319562645568e+02 1.507840000000e+03 1.834408000000e+05 1.568055040000e+05 6.945011280558e+08 2.635055106650e+20
42.90 2.331002331002e-02 5.422905742612e+00 7.859770989030e+01 3.274904578763e+02 6.800693764889e+00 1.842540969984e+11 2.326426563581e+02 1.516410000000e+03 1.842984000000e+05 1.579071780000e+05 7.122984911022e+08 2.941046069388e+20
43.00 2.325581395349e-02 5.426264754702e+00 7.868926229162e+01 3.278719262151e+02 6.808773893906e+00 1.846835937280e+11 2.333293844522e+02 1.525000000000e+03 1.851580000000e+05 1.590140000000e+05 7.305203330305e+08 3.282569673945e+20
43.10 2.320185614849e-02 5.429615964202e+00 7.878070829842e+01 3.282529512434e+02 6.816844820569e+00 1.851130904576e+11 2.340164480571e+02 1.533610000000e+03 1.860196000000e+05 1.601259820000e+05 7.491760396283e+08 3.663752083471e+20
43.20 2.314814814815e-02 5.432959407276e+00 7.887204828074e+01 3.286335345031e+02 6.824906576671e+00 1.855425871872e+11 2.347038463943e+02 1.542240000000e+03 1.868832000000e+05 1.612431360000e+05 7.682751882538e+08 4.089198604277e+20
43.30 2.309468822171e-02 5.436295119839e+00 7.896328260654e+01 3.290136775272e+02 6.832959193826e+00 1.859720839168e+11 2.353915786890e+02 1.550890000000e+03 1.877488000000e+05 1.623654740000e+05 7.878275514274e+08 4.564049325461e+20
43.40 2.304147465438e-02 5.439623137557e+00 7.905441164160e+01 3.293933818400e+02 6.841002703464e+00 1.864015806464e+11 2.360796441700e+02 1.559560000000e+03 1.886164000000e+05 1.634930080000e+05 8.078431004861e+08 5.094041219581e+20
43.50 2.298850574713e-02 5.442943495849e+00 7.914543574964e+01 3.297726489568e+02 6.849037136834e+00 1.868310773760e+11 2.367680420694e+02 1.568250000000e+03 1.894860000000e+05 1.646257500000e+05 8.283320092994e+08 5.685577454658e+20
43.60 2.293577981651e-02 5.446256229890e+00 7.923635529225e+01 3.301514803844e+02 6.857062525009e+00 1.872605741056e+11 2.374567716232e+02 1.576960000000e+03 1.903576000000e+05 1.657637120000e+05 8.493046580494e+08 6.345804754909e+20
43.70 2.288329519451e-02 5.449561374613e+00 7.932717062898e+01 3.305298776208e+02 6.865078898881e+00 1.876900708352e+11 2.381458320706e+02 1.585690000000e+03 1.912312000000e+05 1.669069060000e+05 8.707716370748e+08 7.082699744848e+20
43.80 2.283105022831e-02 5.452858964714e+00 7.941788211732e+01 3.309078421555e+02 6.873086289170e+00 1.881195675648e+11 2.388352226545e+02 1.594440000000e+03 1.921068000000e+05 1.680553440000e+05 8.927437507810e+08 7.905165319949e+20
43.90 2.277904328018e-02 5.456149034648e+00 7.950849011269e+01 3.312853754695e+02 6.881084726419e+00 1.885490642944e+11 2.395249426210e+02 1.603210000000e+03 1.929844000000e+05 1.692090380000e+05 9.152320216165e+08 8.823138208164e+20
44.00 2.272727272727e-02 5.459431618637e+00 7.959899496853e+01 3.316624790355e+02 6.889074240999e+00 1.889785610240e+11 2.402149912200e+02 1.612000000000e+03 1.938640000000e+05 1.703680000000e+05 9.382476941160e+08 9.847709021836e+20
44.10 2.267573696145e-02 5.462706750670e+00 7.968939703624e+01 3.320391543177e+02 6.897054863107e+00 1.894080577536e+11 2.409053677046e+02 1.620810000000e+03 1.947456000000e+05 1.715322420000e+05 9.618022390135e+08 1.099125625041e+21
44.20 2.262443438914e-02 5.465974464504e+00 7.977969666525e+01 3.324154027719e+02 6.905026622772e+00 1.898375544832e+11 2.415960713311e+02 1.629640000000e+03 1.956292000000e+05 1.727017760000e+05 9.859073574241e+08 1.226759581283e+21
44.30 2.257336343115e-02 5.469234793668e+00 7.986989420301e+01 3.327912258459e+02 6.912989549853e+00 1.902670512128e+11 2.422871013595e+02 1.638490000000e+03 1.965148000000e+05 1.738766140000e+05 1.010574985096e+09 1.369214797638e+21
44.40 2.252252252252e-02 5.472487771463e+00 7.995998999500e+01 3.331666249792e+02 6.920943674043e+00 1.906965479424e+11 2.429784570529e+02 1.647360000000e+03 1.974024000000e+05 1.750567680000e+05 1.035817296737e+09 1.528212365874e+21
44.50 2.247191011236e-02 5.475733430966e+00 8.004998438476e+01 3.335416016032e+02 6.928889024865e+00 1.911260446720e+11 2.436701376780e+02 1.656250000000e+03 1.982920000000e+05 1.762422500000e+05 1.061646710408e+09 1.705673236397e+21
44.60 2.242152466368e-02 5.478971805033e+00 8.013987771391e+01 3.339161571413e+02 6.936825631679e+00 1.915555414016e+11 2.443621425045e+02 1.665160000000e+03 1.991836000000e+05 1.774330720000e+05 1.088075891998e+09 1.903741426473e+21
44.70 2.237136465324e-02 5.482202926296e+00 8.022967032214e+01 3.342902930089e+02 6.944753523682e+00 1.919850381312e+11 2.450544708054e+02 1.674090000000e+03 2.000772000000e+05 1.786292460000e+05 1.115117759770e+09 2.124809923454e+21
44.80 2.232142857143e-02 5.485426827170e+00 8.031936254727e+01 3.346640106136e+02 6.952672729908e+00 1.924145348608e+11 2.457471218572e+02 1.683040000000e+03 2.009728000000e+05 1.798307840000e+05 1.142785488982e+09 2.371549595985e+21
44.90 2.227171492205e-02 5.488643539854e+00 8.040895472520e+01 3.350373113550e+02 6.960583279227e+00 1.928440315904e+11 2.464400949394e+02 1.692010000000e+03 2.018704000000e+05 1.810376980000e+05 1.171092516587e+09 2.646941462449e+21
45.00 2.222222222222e-02 5.491853096330e+00 8.049844718999e+01 3.354101966250e+02 6.968485200353e+00 1.932735283200e+11 2.471333893348e+02 1.701000000000e+03 2.027700000000e+05 1.822500000000e+05 1.200052546015e+09 2.954312706551e+21
45.10 2.217294900222e-02 5.495055528368e+00 8.058784027383e+01 3.357826678076e+02 6.976378521839e+00 1.937030250496e+11 2.478270043294e+02 1.710010000000e+03 2.036716000000e+05 1.834677020000e+05 1.229679552027e+09 3.297376875124e+21
45.20 2.212389380531e-02 5.498250867528e+00 8.067713430706e+01 3.361547262794e+02 6.984263272081e+00 1.941325217792e+11 2.485209392123e+02 1.719040000000e+03 2.045752000000e+05 1.846908160000e+05 1.259987785658e+09 3.680278743850e+21
45.30 2.207505518764e-02 5.501439145159e+00 8.076632961823e+01 3.365263734093e+02 6.992139479318e+00 1.945620185088e+11 2.492151932757e+02 1.728090000000e+03 2.054808000000e+05 1.859193540000e+05 1.290991779240e+09 4.107644392915e+21
