# n one_over_n log2_n twelve_sqrt_n fifty_sqrt_n n_power_0_51 two_power_32_n n_log2_n n2_minus_324 hundred_n2_plus_6n two_n3 n_power_log2_n three_power_n
11.90 8.403361344538e-02 3.572889668421e+00 4.139565194558e+01 1.724818831066e+02 3.536135923922e+00 5.111011082240e+10 4.251738705420e+01 -1.823900000000e+02 1.423240000000e+04 3.370318000000e+03 6.963228169300e+03 4.761490598562e+05
12.00 8.333333333333e-02 3.584962500721e+00 4.156921938165e+01 1.732050807569e+02 3.551259720515e+00 5.153960755200e+10 4.301955000865e+01 -1.800000000000e+02 1.447200000000e+04 3.456000000000e+03 7.393061153120e+03 5.314410000000e+05
12.10 8.264462809917e-02 3.596935142387e+00 4.174206511422e+01 1.739252713093e+02 3.566321886631e+00 5.196910428160e+10 4.352291522289e+01 -1.775900000000e+02 1.471360000000e+04 3.543122000000e+03 7.847092104943e+03 5.931536157318e+05
12.20 8.196721311475e-02 3.608809242676e+00 4.191419807178e+01 1.746424919657e+02 3.581323179674e+00 5.239860101120e+10 4.402747276064e+01 -1.751600000000e+02 1.495720000000e+04 3.631696000000e+03 8.326555819369e+03 6.620324962802e+05
12.30 8.130081300813e-02 3.620586410452e+00 4.208562700020e+01 1.753567791675e+02 3.596264341620e+00 5.282809774080e+10 4.453321284856e+01 -1.727100000000e+02 1.520280000000e+04 3.721734000000e+03 8.832743831717e+03 7.389098110619e+05
12.40 8.064516129032e-02 3.632268215500e+00 4.225636046798e+01 1.760681686166e+02 3.611146099452e+00 5.325759447040e+10 4.504012587219e+01 -1.702400000000e+02 1.545040000000e+04 3.813248000000e+03 9.367006749216e+03 8.247143636472e+05
12.50 8.000000000000e-02 3.643856189775e+00 4.242640687119e+01 1.767766952966e+02 3.625969165586e+00 5.368709120000e+10 4.554820237218e+01 -1.677500000000e+02 1.570000000000e+04 3.906250000000e+03 9.930756667170e+03 9.204828132252e+05
12.60 7.936507936508e-02 3.655351828613e+00 4.259577443832e+01 1.774823934930e+02 3.640734238273e+00 5.411658792960e+10 4.605743304052e+01 -1.652400000000e+02 1.595160000000e+04 4.000752000000e+03 1.052546967280e+04 1.027372199141e+06
12.70 7.874015748031e-02 3.666756591885e+00 4.276447123489e+01 1.781852968121e+02 3.655442001989e+00 5.454608465920e+10 4.656780871694e+01 -1.627100000000e+02 1.620520000000e+04 4.096766000000e+03 1.115268843960e+04 1.146673919819e+06
12.80 7.812500000000e-02 3.678071905113e+00 4.293250516800e+01 1.788854382000e+02 3.670093127819e+00 5.497558138880e+10 4.707932038544e+01 -1.601600000000e+02 1.646080000000e+04 4.194304000000e+03 1.181402491503e+04 1.279829334970e+06
12.90 7.751937984496e-02 3.689299160536e+00 4.309988399056e+01 1.795828499607e+02 3.684688273816e+00 5.540507811840e+10 4.759195917091e+01 -1.575900000000e+02 1.671840000000e+04 4.293378000000e+03 1.251116310460e+04 1.428447179569e+06
13.00 7.692307692308e-02 3.700439718141e+00 4.326661530557e+01 1.802775637732e+02 3.699228085356e+00 5.583457484800e+10 4.810571633583e+01 -1.550000000000e+02 1.697800000000e+04 4.394000000000e+03 1.324586195523e+04 1.594323000000e+06
13.10 7.633587786260e-02 3.711494906650e+00 4.343270657005e+01 1.809696107085e+02 3.713713195475e+00 5.626407157760e+10 4.862058327712e+01 -1.523900000000e+02 1.723960000000e+04 4.496182000000e+03 1.401995834119e+04 1.779460847195e+06
13.20 7.575757575758e-02 3.722466024471e+00 4.359816509900e+01 1.816590212458e+02 3.728144225200e+00 5.669356830720e+10 4.913655152302e+01 -1.497600000000e+02 1.750320000000e+04 4.599936000000e+03 1.483537015569e+04 1.986097488841e+06
13.30 7.518796992481e-02 3.733354340614e+00 4.376299806915e+01 1.823458252881e+02 3.742521783863e+00 5.712306503680e+10 4.965361273016e+01 -1.471100000000e+02 1.776880000000e+04 4.705274000000e+03 1.569409951149e+04 2.216729433186e+06
13.40 7.462686567164e-02 3.744161095570e+00 4.392721252254e+01 1.830300521772e+02 3.756846469410e+00 5.755256176640e+10 5.017175868064e+01 -1.444400000000e+02 1.803640000000e+04 4.812208000000e+03 1.659823605388e+04 2.474143090941e+06
13.50 7.407407407407e-02 3.754887502163e+00 4.409081537010e+01 1.837117307087e+02 3.771118868697e+00 5.798205849600e+10 5.069098127921e+01 -1.417500000000e+02 1.830600000000e+04 4.920750000000e+03 1.754996038953e+04 2.761448439676e+06
13.60 7.352941176471e-02 3.765534746363e+00 4.425381339501e+01 1.843908891459e+02 3.785339557773e+00 5.841155522560e+10 5.121127255054e+01 -1.390400000000e+02 1.857760000000e+04 5.030912000000e+03 1.855154763479e+04 3.082116597422e+06
13.70 7.299270072993e-02 3.776103988073e+00 4.441621325597e+01 1.850675552332e+02 3.799509102160e+00 5.884105195520e+10 5.173262463660e+01 -1.363100000000e+02 1.885120000000e+04 5.142706000000e+03 1.960537108704e+04 3.440021759457e+06
13.80 7.246376811594e-02 3.786596361891e+00 4.457802149042e+01 1.857417562101e+02 3.813628057120e+00 5.927054868480e+10 5.225502979409e+01 -1.335600000000e+02 1.912680000000e+04 5.256144000000e+03 2.071390602298e+04 3.839488004911e+06
13.90 7.194244604317e-02 3.797012977836e+00 4.473924451754e+01 1.864135188231e+02 3.827696967912e+00 5.970004541440e+10 5.277848039192e+01 -1.307900000000e+02 1.940440000000e+04 5.371238000000e+03 2.187973362761e+04 4.285341538706e+06
14.00 7.142857142857e-02 3.807354922058e+00 4.489988864129e+01 1.870828693387e+02 3.841716370046e+00 6.012954214400e+10 5.330296890881e+01 -1.280000000000e+02 1.968400000000e+04 5.488000000000e+03 2.310554505796e+04 4.782969000000e+06
14.10 7.092198581560e-02 3.817623257511e+00 4.505996005324e+01 1.877498335552e+02 3.855686789524e+00 6.055903887360e+10 5.382848793091e+01 -1.251900000000e+02 1.996560000000e+04 5.606442000000e+03 2.439414564557e+04 5.338382541586e+06
14.20 7.042253521127e-02 3.827819024617e+00 4.521946483540e+01 1.884144368142e+02 3.869608743073e+00 6.098853560320e+10 5.435503014957e+01 -1.223600000000e+02 2.024920000000e+04 5.726576000000e+03 2.574845924192e+04 5.958292466522e+06
14.30 6.993006993007e-02 3.837943241891e+00 4.537840896285e+01 1.890767040119e+02 3.883482738378e+00 6.141803233280e+10 5.488258835904e+01 -1.195100000000e+02 2.053480000000e+04 5.848414000000e+03 2.717153271122e+04 6.650188299557e+06
14.40 6.944444444444e-02 3.847996906555e+00 4.553679830642e+01 1.897366596101e+02 3.897309274296e+00 6.184752906240e+10 5.541115545439e+01 -1.166400000000e+02 2.082240000000e+04 5.971968000000e+03 2.866654057477e+04 7.422429272824e+06
14.50 6.896551724138e-02 3.857980995128e+00 4.569463863518e+01 1.903943276466e+02 3.911088841072e+00 6.227702579200e+10 5.594072442935e+01 -1.137500000000e+02 2.111200000000e+04 6.097250000000e+03 3.023678981157e+04 8.284345319027e+06
14.60 6.849315068493e-02 3.867896463993e+00 4.585193561890e+01 1.910497317454e+02 3.924821920549e+00 6.270652252160e+10 5.647128837429e+01 -1.108400000000e+02 2.140360000000e+04 6.224272000000e+03 3.188572481974e+04 9.246349792265e+06
14.70 6.802721088435e-02 3.877744249949e+00 4.600869483043e+01 1.917028951268e+02 3.938508986363e+00 6.313601925120e+10 5.700284047425e+01 -1.079100000000e+02 2.169720000000e+04 6.353046000000e+03 3.361693254359e+04 1.032006527837e+07
14.80 6.756756756757e-02 3.887525270742e+00 4.616492174801e+01 1.923538406167e+02 3.952150504143e+00 6.356551598080e+10 5.753537400698e+01 -1.049600000000e+02 2.199280000000e+04 6.483584000000e+03 3.543414777109e+04 1.151846401473e+07
14.90 6.711409395973e-02 3.897240425575e+00 4.632062175749e+01 1.930025906562e+02 3.965746931696e+00 6.399501271040e+10 5.806888234106e+01 -1.019900000000e+02 2.229040000000e+04 6.615898000000e+03 3.734125860692e+04 1.285602461612e+07
15.00 6.666666666667e-02 3.906890595609e+00 4.647580015449e+01 1.936491673104e+02 3.979298719188e+00 6.442450944000e+10 5.860335893413e+01 -9.900000000000e+01 2.259000000000e+04 6.750000000000e+03 3.934231212612e+04 1.434890700000e+07
15.10 6.622516556291e-02 3.916476644438e+00 4.663046214654e+01 1.942935922773e+02 3.992806309329e+00 6.485400616960e+10 5.913879733101e+01 -9.599000000000e+01 2.289160000000e+04 6.885902000000e+03 4.144152021363e+04 1.601514762476e+07
15.20 6.578947368421e-02 3.925999418556e+00 4.678461285508e+01 1.949358868962e+02 4.006270137538e+00 6.528350289920e+10 5.967519116205e+01 -9.296000000000e+01 2.319520000000e+04 7.023616000000e+03 4.364326559517e+04 1.787487739957e+07
15.30 6.535947712418e-02 3.935459747805e+00 4.693825731746e+01 1.955760721561e+02 4.019690632111e+00 6.571299962880e+10 6.021253414142e+01 -8.991000000000e+01 2.350080000000e+04 7.163154000000e+03 4.595210806502e+04 1.995056489867e+07
15.40 6.493506493506e-02 3.944858445808e+00 4.709140048884e+01 1.962141687035e+02 4.033068214387e+00 6.614249635840e+10 6.075082006544e+01 -8.684000000000e+01 2.380840000000e+04 7.304528000000e+03 4.837279091626e+04 2.226728781847e+07
15.50 6.451612903226e-02 3.954196310387e+00 4.724404724407e+01 1.968501968503e+02 4.046403298903e+00 6.657199308800e+10 6.129004281100e+01 -8.375000000000e+01 2.411800000000e+04 7.447750000000e+03 5.091024757946e+04 2.485303595708e+07
15.60 6.410256410256e-02 3.963474123975e+00 4.739620237952e+01 1.974841765813e+02 4.059696293546e+00 6.700148981760e+10 6.183019633401e+01 -8.064000000000e+01 2.442960000000e+04 7.592832000000e+03 5.356960847574e+04 2.773904937680e+07
15.70 6.369426751592e-02 3.972692654004e+00 4.754787061478e+01 1.981161275616e+02 4.072947599703e+00 6.743098654720e+10 6.237127466787e+01 -7.751000000000e+01 2.474320000000e+04 7.739786000000e+03 5.635620809022e+04 3.096019583511e+07
15.80 6.329113924051e-02 3.981852653290e+00 4.769905659444e+01 1.987460691435e+02 4.086157612405e+00 6.786048327680e+10 6.291327192198e+01 -7.436000000000e+01 2.505880000000e+04 7.888624000000e+03 5.927559227239e+04 3.455539204420e+07
15.90 6.289308176101e-02 3.990954860397e+00 4.784976488970e+01 1.993740203738e+02 4.099326720467e+00 6.828998000640e+10 6.345618228031e+01 -7.119000000000e+01 2.537640000000e+04 8.039358000000e+03 6.233352576952e+04 3.856807384835e+07
16.00 6.250000000000e-02 4.000000000000e+00 4.800000000000e+01 2.000000000000e+02 4.112455306624e+00 6.871947673600e+10 6.400000000000e+01 -6.800000000000e+01 2.569600000000e+04 8.192000000000e+03 6.553600000000e+04 4.304672100000e+07
16.10 6.211180124224e-02 4.008988783227e+00 4.814976635457e+01 2.006240264774e+02 4.125543747665e+00 6.914897346560e+10 6.454471940996e+01 -6.479000000000e+01 2.601760000000e+04 8.346562000000e+03 6.888924107323e+04 4.804544287427e+07
16.20 6.172839506173e-02 4.017921907997e+00 4.829906831400e+01 2.012461179750e+02 4.138592414557e+00 6.957847019520e+10 6.509033490956e+01 -6.156000000000e+01 2.634120000000e+04 8.503056000000e+03 7.239971806295e+04 5.362463219870e+07
16.30 6.134969325153e-02 4.026800059344e+00 4.844791017165e+01 2.018662923819e+02 4.151601672578e+00 7.000796692480e+10 6.563684096730e+01 -5.831000000000e+01 2.666680000000e+04 8.661494000000e+03 7.607415154126e+04 5.985169469601e+07
16.40 6.097560975610e-02 4.035623909731e+00 4.859629615516e+01 2.024845673132e+02 4.164571881432e+00 7.043746365440e+10 6.618423211958e+01 -5.504000000000e+01 2.699440000000e+04 8.821888000000e+03 7.991952238045e+04 6.680186345542e+07
16.50 6.060606060606e-02 4.044394119358e+00 4.874423042782e+01 2.031009601159e+02 4.177503395369e+00 7.086696038400e+10 6.673250296941e+01 -5.175000000000e+01 2.732400000000e+04 8.984250000000e+03 8.394308083025e+04 7.455910787124e+07
16.60 6.024096385542e-02 4.053111336460e+00 4.889171708991e+01 2.037154878746e+02 4.190396563302e+00 7.129645711360e+10 6.728164818523e+01 -4.844000000000e+01 2.765560000000e+04 9.148592000000e+03 8.815235587794e+04 8.321714813039e+07
16.70 5.988023952096e-02 4.061776197587e+00 4.903876018009e+01 2.043281674170e+02 4.203251728918e+00 7.172595384320e+10 6.783166249970e+01 -4.511000000000e+01 2.798920000000e+04 9.314926000000e+03 9.255516489941e+04 9.288058750534e+07
16.80 5.952380952381e-02 4.070389327891e+00 4.918536367661e+01 2.049390153192e+02 4.216069230786e+00 7.215545057280e+10 6.838254070858e+01 -4.176000000000e+01 2.832480000000e+04 9.483264000000e+03 9.715962360892e+04 1.036661761326e+08
16.90 5.917159763314e-02 4.078951341395e+00 4.933153149863e+01 2.055480479109e+02 4.228849402466e+00 7.258494730240e+10 6.893427766957e+01 -3.839000000000e+01 2.866240000000e+04 9.653618000000e+03 1.019741563159e+05 1.157042215451e+08
17.00 5.882352941176e-02 4.087462841250e+00 4.947726750741e+01 2.061552812809e+02 4.241592572609e+00 7.301444403200e+10 6.948686830126e+01 -3.500000000000e+01 2.900200000000e+04 9.826000000000e+03 1.070075064974e+05 1.291401630000e+08
17.10 5.847953216374e-02 4.095924419999e+00 4.962257550752e+01 2.067607312814e+02 4.254299065059e+00 7.344394076160e+10 7.004030758197e+01 -3.159000000000e+01 2.934360000000e+04 1.000042200000e+04 1.122687476940e+05 1.441363286228e+08
17.20 5.813953488372e-02 4.104336659815e+00 4.976745924799e+01 2.073644135333e+02 4.266969198951e+00 7.387343749120e+10 7.059459054881e+01 -2.816000000000e+01 2.968720000000e+04 1.017689600000e+04 1.177672947394e+05 1.608738965961e+08
17.30 5.780346820809e-02 4.112700132749e+00 4.991192242341e+01 2.079663434309e+02 4.279603288808e+00 7.430293422080e+10 7.114971229656e+01 -2.471000000000e+01 3.003280000000e+04 1.035543400000e+04 1.235129153313e+05 1.795550840880e+08
17.40 5.747126436782e-02 4.121015400961e+00 5.005596867507e+01 2.085665361461e+02 4.292201644631e+00 7.473243095040e+10 7.170566797673e+01 -2.124000000000e+01 3.038040000000e+04 1.053604800000e+04 1.295157419537e+05 2.004055903663e+08
17.50 5.714285714286e-02 4.129283016945e+00 5.019960159204e+01 2.091650066335e+02 4.304764571990e+00 7.516192768000e+10 7.226245279654e+01 -1.775000000000e+01 3.073000000000e+04 1.071875000000e+04 1.357862841594e+05 2.236773236137e+08
17.60 5.681818181818e-02 4.137503523750e+00 5.034282471217e+01 2.097617696340e+02 4.317292372116e+00 7.559142440960e+10 7.282006201800e+01 -1.424000000000e+01 3.108160000000e+04 1.090355200000e+04 1.423354412235e+05 2.496514443912e+08
17.70 5.649717514124e-02 4.145677455196e+00 5.048564152311e+01 2.103568396796e+02 4.329785341983e+00 7.602092113920e+10 7.337849095696e+01 -1.071000000000e+01 3.143520000000e+04 1.109046600000e+04 1.491745151765e+05 2.786417625160e+08
17.80 5.617977528090e-02 4.153805336079e+00 5.062805546335e+01 2.109502310973e+02 4.342243774390e+00 7.645041786880e+10 7.393773498221e+01 -7.160000000000e+00 3.179080000000e+04 1.127950400000e+04 1.563152242279e+05 3.109985283978e+08
17.90 5.586592178771e-02 4.161887682377e+00 5.077006992313e+01 2.115419580131e+02 4.354667958051e+00 7.687991459840e+10 7.449778951455e+01 -3.590000000000e+00 3.214840000000e+04 1.147067800000e+04 1.637697165905e+05 3.471126646352e+08
18.00 5.555555555556e-02 4.169925001442e+00 5.091168824543e+01 2.121320343560e+02 4.367058177665e+00 7.730941132800e+10 7.505865002596e+01 0.000000000000e+00 3.250800000000e+04 1.166400000000e+04 1.715505847167e+05 3.874204890000e+08
18.10 5.524861878453e-02 4.177917792196e+00 5.105291372684e+01 2.127204738618e+02 4.379414713999e+00 7.773890805760e+10 7.562031203874e+01 3.610000000000e+00 3.286960000000e+04 1.185948200000e+04 1.796708799560e+05 4.324089858684e+08
18.20 5.494505494505e-02 4.185866545311e+00 5.119374961848e+01 2.133072900770e+02 4.391737843964e+00 7.816840478720e+10 7.618277112467e+01 7.240000000000e+00 3.323320000000e+04 1.205713600000e+04 1.881441276467e+05 4.826216897883e+08
18.30 5.464480874317e-02 4.193771743397e+00 5.133419912690e+01 2.138924963621e+02 4.404027840686e+00 7.859790151680e+10 7.674602290416e+01 1.089000000000e+01 3.359880000000e+04 1.225697400000e+04 1.969843426520e+05 5.386652522641e+08
18.40 5.434782608696e-02 4.201633861170e+00 5.147426541487e+01 2.144761058953e+02 4.416284973581e+00 7.902739824640e+10 7.731006304552e+01 1.456000000000e+01 3.396640000000e+04 1.245900800000e+04 2.062060453532e+05 6.012167710988e+08
18.50 5.405405405405e-02 4.209453365629e+00 5.161395160226e+01 2.150581316761e+02 4.428509508423e+00 7.945689497600e+10 7.787488726414e+01 1.825000000000e+01 3.433600000000e+04 1.266325000000e+04 2.158242781102e+05 6.710319708412e+08
18.60 5.376344086022e-02 4.217230716221e+00 5.175326076683e+01 2.156385865285e+02 4.440701707412e+00 7.988639170560e+10 7.844049132170e+01 2.196000000000e+01 3.470760000000e+04 1.286971200000e+04 2.258546222036e+05 7.489543331735e+08
18.70 5.347593582888e-02 4.224966365000e+00 5.189219594506e+01 2.162174831044e+02 4.452861829247e+00 8.031588843520e+10 7.900687102551e+01 2.569000000000e+01 3.508120000000e+04 1.307840600000e+04 2.363132152693e+05 8.359252875480e+08
18.80 5.319148936170e-02 4.232660756790e+00 5.203076013283e+01 2.167948338868e+02 4.464990129181e+00 8.074538516480e+10 7.957402222766e+01 2.944000000000e+01 3.545680000000e+04 1.328934400000e+04 2.472167692394e+05 9.329955851933e+08
18.90 5.291005291005e-02 4.240314329334e+00 5.216895628628e+01 2.173706511928e+02 4.477086859096e+00 8.117488189440e+10 8.014194082441e+01 3.321000000000e+01 3.583440000000e+04 1.350253800000e+04 2.585825888017e+05 1.041337993906e+09
19.00 5.263157894737e-02 4.247927513444e+00 5.230678732249e+01 2.179449471770e+02 4.489152267555e+00 8.160437862400e+10 8.071062275543e+01 3.700000000000e+01 3.621400000000e+04 1.371800000000e+04 2.704285903912e+05 1.162261467000e+09
19.10 5.235602094241e-02 4.255500733148e+00 5.244425612019e+01 2.185177338341e+02 4.501186599872e+00 8.203387535360e+10 8.128006400313e+01 4.081000000000e+01 3.659560000000e+04 1.393574200000e+04 2.827733217285e+05 1.297226957605e+09
19.20 5.208333333333e-02 4.263034405834e+00 5.258136552050e+01 2.190890230021e+02 4.513190098163e+00 8.246337208320e+10 8.185026059201e+01 4.464000000000e+01 3.697920000000e+04 1.415577600000e+04 2.956359819172e+05 1.447865069365e+09
19.30 5.181347150259e-02 4.270528942381e+00 5.271811832757e+01 2.196588263649e+02 4.525163001412e+00 8.289286881280e+10 8.242120858795e+01 4.849000000000e+01 3.736480000000e+04 1.437811400000e+04 3.090364421158e+05 1.615995756792e+09
19.40 5.154639175258e-02 4.277984747300e+00 5.285451730931e+01 2.202271554555e+02 4.537105545520e+00 8.332236554240e+10 8.299290409762e+01 5.236000000000e+01 3.775240000000e+04 1.460276800000e+04 3.229952667986e+05 1.803650313296e+09
19.50 5.128205128205e-02 4.285402218862e+00 5.299056519797e+01 2.207940216582e+02 4.549017963366e+00 8.375186227200e+10 8.356534326781e+01 5.625000000000e+01 3.814200000000e+04 1.482975000000e+04 3.375337356203e+05 2.013095912524e+09
19.60 5.102040816327e-02 4.292781749228e+00 5.312626469083e+01 2.213594362118e+02 4.560900484859e+00 8.418135900160e+10 8.413852228487e+01 6.016000000000e+01 3.853360000000e+04 1.505907200000e+04 3.526738658996e+05 2.246862999520e+09
19.70 5.076142131980e-02 4.300123724569e+00 5.326161845081e+01 2.219234102117e+02 4.572753336991e+00 8.461085573120e+10 8.471243737401e+01 6.409000000000e+01 3.892720000000e+04 1.529074600000e+04 3.684384357371e+05 2.507775862644e+09
19.80 5.050505050505e-02 4.307428525192e+00 5.339662910709e+01 2.224859546129e+02 4.584576743886e+00 8.504035246080e+10 8.528708479881e+01 6.804000000000e+01 3.932280000000e+04 1.552478400000e+04 3.848510077849e+05 2.798986755580e+09
19.90 5.025125628141e-02 4.314696525656e+00 5.353129925567e+01 2.230470802320e+02 4.596370926856e+00 8.546984919040e+10 8.586246086056e+01 7.201000000000e+01 3.972040000000e+04 1.576119800000e+04 4.019359536818e+05 3.124013981717e+09
20.00 5.000000000000e-02 4.321928094887e+00 5.366563145999e+01 2.236067977500e+02 4.608136104446e+00 8.589934592000e+10 8.643856189775e+01 7.600000000000e+01 4.012000000000e+04 1.600000000000e+04 4.197184791733e+05 3.486784401000e+09
20.10 4.975124378109e-02 4.329123596292e+00 5.379962825150e+01 2.241651177146e+02 4.619872492483e+00 8.632884264960e+10 8.701538428546e+01 8.001000000000e+01 4.052160000000e+04 1.624120200000e+04 4.382246499315e+05 3.891680872816e+09
20.20 4.950495049505e-02 4.336283387864e+00 5.393329213019e+01 2.247220505424e+02 4.631580304124e+00 8.675833937920e+10 8.759292443486e+01 8.404000000000e+01 4.092520000000e+04 1.648481600000e+04 4.574814180935e+05 4.343595208094e+09
20.30 4.926108374384e-02 4.343407822298e+00 5.406662556513e+01 2.252776065214e+02 4.643259749902e+00 8.718783610880e+10 8.817117879265e+01 8.809000000000e+01 4.133080000000e+04 1.673085400000e+04 4.775166495358e+05 4.847987270377e+09
20.40 4.901960784314e-02 4.350497247084e+00 5.419963099505e+01 2.258317958127e+02 4.654911037770e+00 8.761733283840e+10 8.875014384052e+01 9.216000000000e+01 4.173840000000e+04 1.697932800000e+04 4.983591519026e+05 5.410950939889e+09
20.50 4.878048780488e-02 4.357552004618e+00 5.433231082882e+01 2.263846284534e+02 4.666534373145e+00 8.804682956800e+10 8.932981609467e+01 9.625000000000e+01 4.214800000000e+04 1.723025000000e+04 5.200387034070e+05 6.039287737571e+09
20.60 4.854368932039e-02 4.364572432296e+00 5.446466744597e+01 2.269361143582e+02 4.678129958955e+00 8.847632629760e+10 8.991019210529e+01 1.003600000000e+02 4.255960000000e+04 1.748363200000e+04 5.425860824239e+05 6.740588998561e+09
20.70 4.830917874396e-02 4.371558862612e+00 5.459670319717e+01 2.274862633215e+02 4.689697995674e+00 8.890582302720e+10 9.049126845607e+01 1.044900000000e+02 4.297320000000e+04 1.773948600000e+04 5.660330978941e+05 7.523327587932e+09
20.80 4.807692307692e-02 4.378511623254e+00 5.472842040476e+01 2.280350850198e+02 4.701238681370e+00 8.933531975680e+10 9.107304176368e+01 1.086400000000e+02 4.338880000000e+04 1.799782400000e+04 5.904126205595e+05 8.396960266740e+09
20.90 4.784688995215e-02 4.385431037194e+00 5.485982136318e+01 2.285825890132e+02 4.712752211742e+00 8.976481648640e+10 9.165550867734e+01 1.128100000000e+02 4.380640000000e+04 1.825865800000e+04 6.157586150496e+05 9.372041945150e+09
21.00 4.761904761905e-02 4.392317422779e+00 5.499090833947e+01 2.291287847478e+02 4.724238780160e+00 9.019431321600e+10 9.223866587835e+01 1.170000000000e+02 4.422600000000e+04 1.852200000000e+04 6.421061728396e+05 1.046035320300e+10
21.10 4.739336492891e-02 4.399171093820e+00 5.512168357371e+01 2.296736815571e+02 4.735698577704e+00 9.062380994560e+10 9.282251007960e+01 1.212100000000e+02 4.464760000000e+04 1.878786200000e+04 6.694915461023e+05 1.167504261845e+10
21.20 4.716981132075e-02 4.405992359676e+00 5.525214927946e+01 2.302172886644e+02 4.747131793201e+00 9.105330667520e+10 9.340703802513e+01 1.254400000000e+02 4.507120000000e+04 1.905625600000e+04 6.979521824744e+05 1.303078562428e+10
21.30 4.694835680751e-02 4.412781525338e+00 5.538230764423e+01 2.307596151843e+02 4.758538613265e+00 9.148280340480e+10 9.399224648971e+01 1.296900000000e+02 4.549680000000e+04 1.932719400000e+04 7.275267607596e+05 1.454396181113e+10
21.40 4.672897196262e-02 4.419538891514e+00 5.551216082986e+01 2.313006701244e+02 4.769919222327e+00 9.191230013440e+10 9.457813227839e+01 1.339600000000e+02 4.592440000000e+04 1.960068800000e+04 7.582552275917e+05 1.623285281967e+10
21.50 4.651162790698e-02 4.426264754702e+00 5.564171097297e+01 2.318404623874e+02 4.781273802678e+00 9.234179686400e+10 9.516469222610e+01 1.382500000000e+02 4.635400000000e+04 1.987675000000e+04 7.901788350790e+05 1.811786321271e+10
21.60 4.629629629630e-02 4.432959407276e+00 5.577096018539e+01 2.323790007724e+02 4.792602534498e+00 9.277129359360e+10 9.575192319716e+01 1.425600000000e+02 4.678560000000e+04 2.015539200000e+04 8.233401794558e+05 2.022176699568e+10
21.70 4.608294930876e-02 4.439623137557e+00 5.589991055449e+01 2.329162939770e+02 4.803905595895e+00 9.320079032320e+10 9.633982208499e+01 1.468900000000e+02 4.721920000000e+04 2.043662600000e+04 8.577832407634e+05 2.256998276380e+10
21.80 4.587155963303e-02 4.446256229890e+00 5.602856414366e+01 2.334523505986e+02 4.815183162932e+00 9.363028705280e+10 9.692838581159e+01 1.512400000000e+02 4.765480000000e+04 2.072046400000e+04 8.935534235853e+05 2.519088080022e+10
21.90 4.566210045662e-02 4.452858964714e+00 5.615692299263e+01 2.339871791360e+02 4.826435409665e+00 9.405978378240e+10 9.751761132723e+01 1.556100000000e+02 4.809240000000e+04 2.100691800000e+04 9.306975988627e+05 2.811612583545e+10
22.00 4.545454545455e-02 4.459431618637e+00 5.628498911788e+01 2.345207879912e+02 4.837662508175e+00 9.448928051200e+10 9.810749561002e+01 1.600000000000e+02 4.853200000000e+04 2.129600000000e+04 9.692641468140e+05 3.138105960900e+10
22.10 4.524886877828e-02 4.465974464504e+00 5.641276451301e+01 2.350531854709e+02 4.848864628593e+00 9.491877724160e+10 9.869803566554e+01 1.644100000000e+02 4.897360000000e+04 2.158772200000e+04 1.009303000987e+06 3.502512785534e+10
22.20 4.504504504505e-02 4.472487771463e+00 5.654025114907e+01 2.355843797878e+02 4.860041939140e+00 9.534827397120e+10 9.928922852647e+01 1.688400000000e+02 4.941720000000e+04 2.188209600000e+04 1.050865693467e+06 3.909235687285e+10
22.30 4.484304932735e-02 4.478971805033e+00 5.666745097496e+01 2.361143790624e+02 4.871194606150e+00 9.577777070080e+10 9.988107125223e+01 1.732900000000e+02 4.986280000000e+04 2.217913400000e+04 1.094005401273e+06 4.363188543339e+10
22.40 4.464285714286e-02 4.485426827170e+00 5.679436591776e+01 2.366431913240e+02 4.882322794101e+00 9.620726743040e+10 1.004735609286e+02 1.777600000000e+02 5.031040000000e+04 2.247884800000e+04 1.138776993963e+06 4.869855845900e+10
22.50 4.444444444444e-02 4.491853096330e+00 5.692099788303e+01 2.371708245126e+02 4.893426665646e+00 9.663676416000e+10 1.010666946674e+02 1.822500000000e+02 5.076000000000e+04 2.278125000000e+04 1.185237082484e+06 5.435358963814e+10
22.60 4.424778761062e-02 4.498250867528e+00 5.704734875522e+01 2.376972864801e+02 4.904506381640e+00 9.706626088960e+10 1.016604696061e+02 1.867600000000e+02 5.121160000000e+04 2.308635200000e+04 1.233444069287e+06 6.066530098705e+10
22.70 4.405286343612e-02 4.504620392404e+00 5.717342039794e+01 2.382225849914e+02 4.915562101166e+00 9.749575761920e+10 1.022548829076e+02 1.912900000000e+02 5.166520000000e+04 2.339416600000e+04 1.283458199753e+06 6.770994829139e+10
22.80 4.385964912281e-02 4.510961919277e+00 5.729921465430e+01 2.387467277263e+02 4.926593981566e+00 9.792525434880e+10 1.028499317595e+02 1.958400000000e+02 5.212080000000e+04 2.370470400000e+04 1.335341614932e+06 7.557264240066e+10
22.90 4.366812227074e-02 4.517275693210e+00 5.742473334723e+01 2.392697222801e+02 4.937602178465e+00 9.835475107840e+10 1.034456133745e+02 2.004100000000e+02 5.257840000000e+04 2.401797800000e+04 1.389158405659e+06 8.434837750635e+10
